Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2015,TERUMO CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.96%,-14.24%,"(7,98,86,745)","(7,63,79,509)","(18,457)","(10,16,972)","(2,37,997)","(3,263)","(1,553)","(22,31,126)","2,131",3%
2015,GIANTPLUS TECHNOLOGY CO LTD,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-23.81%,-1511.71%,"(7,82,65,578)","(7,65,71,349)","(17,542)","(10,15,102)","(2,37,898)","(3,187)","(2,211)","(4,18,325)",36,1%
2015,QUEST DIAGNOSTICS INCORPORATED,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.88%,-5.96%,"(6,58,06,568)","(6,42,36,408)","(17,688)","(8,41,213)","(1,93,318)","(2,985)","(21,617)","(5,02,344)","9,006",9%
2015,SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LTD,China,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-6.09%,-28.69%,"(5,55,13,799)","(4,17,42,680)","(9,789)","(5,53,562)","(1,29,710)","(1,754)","(7,384)","(1,30,69,339)",419,1%
2015,CITIZEN WATCH CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.90%,-22.47%,"(5,19,40,409)","(5,08,21,686)","(11,670)","(6,76,525)","(1,58,240)","(2,119)","(1,042)","(2,69,290)",164,0%
2015,"WEST PHARMACEUTICAL SERVICES,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.43%,-38.01%,"(4,80,06,027)","(4,42,74,448)","(10,685)","(5,86,386)","(1,36,748)","(1,901)","(4,038)","(29,93,503)","1,682",3%
2015,AVANOS MEDICAL INC,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.02%,-49.35%,"(4,75,21,631)","(3,74,07,499)","(9,185)","(4,94,753)","(1,15,173)","(1,622)","(4,542)","(94,90,750)","1,892",3%
2015,EISAI COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.90%,-17.41%,"(4,08,65,044)","(3,86,67,631)","(9,199)","(5,16,145)","(1,20,387)","(1,647)","(1,740)","(15,49,359)","1,064",1%
2015,MITSUBISHI TANABE PHARMA CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.07%,-6.98%,"(3,69,39,824)","(3,55,80,694)","(8,376)","(4,76,135)","(1,10,553)","(1,507)","(1,317)","(7,62,079)",837,0%
2015,OLYMPUS CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.55%,-4.59%,"(3,50,09,699)","(3,42,45,840)","(8,375)","(4,59,074)","(1,06,716)","(1,490)","(2,426)","(1,87,640)","1,862",1%
2015,KEYSIGHT TECHNOLOGIES INC,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.13%,-7.18%,"(3,23,28,861)","(2,46,86,143)","(6,788)","(3,23,321)","(74,314)","(1,146)","(8,239)","(72,32,342)","3,433",7%
2015,OKI ELECTRIC INDUSTRY COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.72%,-11.92%,"(3,21,36,161)","(3,09,80,472)","(7,186)","(4,13,217)","(96,263)","(1,300)","(1,714)","(6,36,373)",363,1%
2015,YOKOGAWA ELECTRIC CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.94%,-12.78%,"(3,16,91,194)","(3,05,55,318)","(7,052)","(4,07,270)","(95,020)","(1,279)","(1,287)","(6,24,219)",252,1%
2015,CHUGAI PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.75%,-4.31%,"(3,10,99,271)","(3,01,32,695)","(7,198)","(4,02,860)","(93,860)","(1,290)","(1,583)","(4,60,833)","1,047",1%
2015,BOSTON SCIENTIFIC CORPORATION,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.39%,-3.13%,"(2,89,46,105)","(2,64,35,491)","(9,037)","(3,38,502)","(75,467)","(1,411)","(21,571)","(20,73,613)","8,987",16%
2015,SMITH & NEPHEW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.55%,-3.40%,"(2,53,39,971)","(2,43,24,371)","(6,749)","(3,18,733)","(74,407)","(1,128)","(68,656)","(5,49,109)","3,181",9%
2015,TSUMURA & CO,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.70%,-15.30%,"(2,47,94,454)","(2,40,28,522)","(5,927)","(3,21,528)","(75,227)","(1,052)",(350),"(3,63,228)","1,380",0%
2015,SUMITOMO DAINIPPON PHARMA CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.74%,-11.76%,"(2,27,62,842)","(2,22,38,302)","(5,208)","(2,96,956)","(69,186)",(940),"(1,178)","(1,51,534)",463,1%
2015,SHIONOGI & CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.99%,-5.39%,"(2,25,57,955)","(2,12,45,286)","(5,261)","(2,85,599)","(66,153)",(930),(869),"(9,55,165)","1,308",4%
2015,CONSORT MEDICAL PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-7.43%,-75.13%,"(2,02,32,088)","(1,95,03,462)","(4,567)","(2,58,962)","(60,684)",(822),"(6,155)","(3,97,722)",285,0%
2015,SHIMADZU CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.57%,-6.55%,"(1,48,05,325)","(1,44,61,416)","(3,299)","(1,92,895)","(44,863)",(601),(998),"(1,01,296)",42,1%
2015,SPECTRIS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.75%,-6.17%,"(1,30,69,631)","(1,26,74,460)","(3,583)","(1,65,811)","(38,689)",(594),"(39,629)","(1,48,700)","1,836",10%
2015,"ITRON,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.66%,-27.37%,"(1,24,75,929)","(1,17,23,422)","(2,553)","(1,49,058)","(34,022)",(462),"(5,434)","(5,60,477)",(501),11%
2015,HITACHI HIGH-TECHNOLOGIES CORP,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.24%,-3.11%,"(1,23,60,142)","(1,19,68,703)","(4,031)","(1,59,088)","(37,386)",(608),"(1,966)","(1,91,058)","2,697",18%
2015,"VARIAN MEDICAL SYSTEMS,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.37%,-2.14%,"(1,15,15,074)","(1,08,25,769)","(3,716)","(1,38,557)","(30,870)",(579),"(8,941)","(5,10,367)","3,725",17%
2015,SARTORIUS AG,Germany,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.83%,-4.67%,"(1,00,17,932)","(96,22,541)","(2,204)","(1,27,204)","(29,737)",(399),(770),"(2,35,054)",(24),1%
2015,EDWARDS LIFESCIENCES CORPORATION,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.39%,-1.50%,"(96,45,820)","(84,69,627)","(2,599)","(1,04,224)","(24,317)",(419),"(7,194)","(10,39,288)","1,848",16%
2015,SANTEN PHARMACEUTICAL COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.68%,-3.15%,"(90,85,103)","(86,83,806)","(2,040)","(1,16,949)","(26,835)",(368),(513),"(2,54,839)",246,0%
2015,RESMED INC.,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.48%,-1.98%,"(81,22,972)","(77,35,221)","(1,581)","(96,800)","(21,858)",(293),"(4,844)","(2,61,794)",(581),16%
2015,RECIPHARM AB (PUBL),Sweden,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.89%,-36.07%,"(76,00,564)","(67,27,644)","(2,512)","(85,126)","(19,807)",(385),"(6,842)","(7,61,087)","2,838",16%
2015,RENISHAW PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.00%,-3.45%,"(73,11,678)","(63,77,406)","(1,743)","(83,672)","(19,540)",(293),"(16,475)","(8,13,312)",763,1%
2015,ONO PHARMACEUTICAL CO LTD,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.63%,-5.91%,"(70,92,411)","(65,31,081)","(1,594)","(87,527)","(20,358)",(284),(431),"(4,51,482)",346,7%
2015,SCINOPHARM TAIWAN LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-5.65%,-29.80%,"(67,74,593)","(63,72,895)","(1,604)","(84,113)","(19,679)",(281),(807),"(2,95,652)",439,5%
2015,SYSMEX CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.35%,-1.76%,"(64,90,257)","(60,50,807)","(1,831)","(80,994)","(18,795)",(290),(702),"(3,37,802)",964,13%
2015,NATIONAL INSTRUMENTS CORPORATION,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.51%,-4.54%,"(62,70,381)","(57,73,338)","(1,811)","(74,639)","(16,861)",(291),"(3,535)","(4,01,378)","1,473",13%
2015,HYPERA SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.76%,-2.48%,"(56,35,526)","(50,49,923)","(1,117)","(69,850)","(15,255)",(207),(37),"(4,99,203)",67,4%
2015,HALMA P.L.C.,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.52%,-2.73%,"(55,17,790)","(53,31,863)","(1,637)","(69,231)","(16,118)",(263),"(24,182)","(75,616)","1,120",14%
2015,CHINA CHEMICAL AND PHARMACEUTICAL COMPANY LIMITED,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.31%,-52.78%,"(39,36,636)","(38,52,154)","(1,090)","(50,315)","(11,737)",(183),"(1,148)","(20,633)",625,11%
2015,VIFOR PHARMA AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.08%,-0.79%,"(31,77,891)","(29,58,880)",(755),"(35,359)","(7,949)",(123),"(68,041)","(1,06,897)",114,7%
2015,OXFORD INSTRUMENTS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.51%,-4.94%,"(29,11,524)","(22,43,939)",(735),"(28,951)","(6,728)",(115),"(12,838)","(6,18,813)",595,2%
2015,FLEURY SA,Brazil,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.59%,-4.52%,"(28,09,223)","(27,51,220)",(605),"(38,313)","(8,264)",(112),(24),"(10,728)",43,5%
2015,STANDARD CHEM. & PHARM. CO LTD,Taiwan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.68%,-23.19%,"(26,97,054)","(26,39,088)",(727),"(34,558)","(8,067)",(123),(678),"(14,182)",369,10%
2015,STRAUMANN HOLDING AG,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.25%,-1.19%,"(20,30,973)","(18,93,298)",(449),"(24,339)","(5,635)",(79),"(14,331)","(92,867)",24,2%
2015,DECHRA PHARMACEUTICALS PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.26%,-2.00%,"(7,80,979)","(4,44,999)",(219),"(5,447)","(1,246)",(30),"(6,776)","(3,22,576)",314,4%
2015,VECTURA GROUP PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.65%,N/A,"(5,52,277)","(4,49,359)",(136),"(5,842)","(1,361)",(22),"(1,932)","(93,716)",89,2%
2015,INDIVIOR PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.08%,-0.22%,"(5,38,881)","1,80,128",(218),"3,440",876,(18),"(15,023)","(7,08,762)",696,13%
2015,GENERAL MOTORS COMPANY,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.81%,-56.42%,"(2,76,28,66,224)","(2,65,87,57,505)","(5,72,257)","(3,37,11,867)","(76,27,868)","(1,04,811)","(23,56,797)","(5,96,44,582)","(90,537)",11%
2015,TOYOTA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.06%,-10.51%,"(2,40,37,80,985)","(2,32,40,89,941)","(5,84,130)","(3,11,91,908)","(69,62,898)","(1,02,646)","(4,53,794)","(4,06,10,491)","2,14,823",3%
2015,"HONDA MOTOR CO.,LTD.",Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.58%,-31.32%,"(1,74,61,47,072)","(1,68,83,48,600)","(3,78,249)","(2,24,56,735)","(50,95,828)","(69,175)","(2,22,079)","(2,95,76,125)",(279),6%
2015,FIAT CHRYSLER AUTOMOBILES NV,United Kingdom,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.31%,-32.70%,"(1,57,89,68,232)","(1,39,74,32,609)","(3,04,302)","(1,77,42,047)","(40,25,773)","(55,400)","(1,31,83,460)","(14,61,98,985)","(25,656)",19%
2015,NISSAN MOTOR CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.16%,-22.40%,"(1,09,82,28,332)","(1,06,30,02,962)","(2,34,458)","(1,40,04,794)","(31,85,531)","(42,991)","(1,89,539)","(1,75,52,525)","(15,532)",4%
2015,DAIMLER AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.64%,-8.73%,"(1,03,75,84,898)","(1,00,14,81,207)","(2,32,999)","(1,33,76,537)","(30,69,006)","(42,121)","(21,10,627)","(1,72,96,168)","23,767",2%
2015,HYUNDAI MOTOR CO,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.09%,-15.78%,"(85,30,38,429)","(81,75,99,652)","(1,83,458)","(1,10,92,568)","(24,95,218)","(33,754)","(2,91,710)","(2,13,51,053)","8,985",1%
2015,CATERPILLAR INC.,United States,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.39%,-13.77%,"(65,41,61,379)","(59,63,01,234)","(1,97,681)","(78,94,483)","(16,89,221)","(31,582)","(7,27,214)","(4,75,28,393)","2,08,429",14%
2015,PEUGEOT S.A.,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.88%,-17.61%,"(52,27,13,496)","(49,18,21,982)","(1,02,616)","(69,60,678)","(14,20,583)","(19,569)","(84,871)","(2,23,11,960)","8,763",14%
2015,RENAULT (REGIE NATIONALE DES USINES) SA,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.88%,-17.15%,"(43,22,58,197)","(40,36,77,872)","(89,452)","(55,31,009)","(11,97,903)","(16,557)","(70,359)","(2,16,84,193)","9,148",3%
2015,KIA MOTORS CORPORATION,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.93%,-19.64%,"(39,33,35,533)","(38,18,22,857)","(86,828)","(52,22,228)","(11,60,226)","(15,937)","(1,57,091)","(48,81,450)","11,084",2%
2015,SUZUKI MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.39%,-23.37%,"(34,74,64,039)","(33,99,77,545)","(83,577)","(45,52,843)","(10,28,653)","(14,805)","(50,245)","(17,80,157)","23,786",3%
2015,KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO LTD,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.84%,N/A,"(32,91,49,664)","(31,92,30,966)","(68,186)","(43,91,082)","(9,59,305)","(12,833)","(1,46,655)","(43,39,486)","(1,150)",2%
2015,MAHINDRA & MAHINDRA LIMITED,India,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-2.82%,-30.43%,"(30,64,14,192)","(23,05,36,094)","(48,262)","(27,96,206)","(6,37,908)","(8,667)","(38,54,593)","(6,85,12,651)","(19,810)",16%
2015,MAZDA MOTOR CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.04%,-15.50%,"(26,15,48,238)","(24,54,29,384)","(55,657)","(32,63,229)","(7,26,831)","(10,061)","(50,552)","(1,20,14,668)","2,143",9%
2015,AUDI AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.36%,-4.03%,"(22,96,31,518)","(22,11,67,232)","(50,958)","(29,28,503)","(6,70,404)","(9,178)","(8,24,950)","(39,82,662)","2,368",3%
2015,MITSUBISHI MOTORS CORPORATION,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.00%,-16.04%,"(18,12,75,048)","(17,39,74,293)","(45,577)","(23,06,024)","(5,22,621)","(7,788)","(36,336)","(43,99,610)","17,201",7%
2015,YAMAHA MOTOR CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.29%,-17.34%,"(17,36,79,266)","(16,71,88,756)","(41,356)","(22,40,298)","(5,04,475)","(7,309)","(26,916)","(36,82,898)","12,742",3%
2015,SUBARU CORP,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.68%,-4.67%,"(16,39,11,672)","(15,79,23,141)","(55,902)","(20,31,502)","(4,46,524)","(7,482)","(47,953)","(34,21,868)","22,701",5%
2015,MAN SE,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.10%,-69.62%,"(16,33,44,121)","(13,06,63,620)","(32,366)","(17,55,554)","(4,03,883)","(5,735)","(1,93,486)","(3,02,98,645)","9,168",1%
2015,VOLVO AB,Sweden,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.40%,-6.17%,"(14,91,95,169)","(14,22,48,668)","(32,558)","(17,54,243)","(3,94,587)","(5,800)","(2,21,865)","(45,38,357)",909,15%
2015,KOMATSU LIMITED,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.83%,-6.78%,"(13,58,26,714)","(13,17,27,610)","(29,978)","(17,04,837)","(3,93,435)","(5,400)","(32,970)","(19,31,710)",(774),6%
2015,SAMSUNG HEAVY INDUSTRIES COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.62%,N/A,"(13,39,60,919)","(13,04,79,197)","(30,518)","(17,43,986)","(4,04,715)","(5,513)","(30,816)","(12,69,020)","2,846",1%
2015,HINO MOTORS LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.87%,-13.90%,"(12,19,58,547)","(11,65,76,815)","(28,141)","(15,14,889)","(3,50,631)","(4,976)","(28,081)","(34,59,369)","4,355",6%
2015,DAEWOO SHIPBUILDING & MARINE ENGINEERING COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.92%,N/A,"(11,78,30,002)","(11,43,90,593)","(27,927)","(15,29,748)","(3,52,587)","(4,903)","(47,605)","(14,81,035)","4,396",2%
2015,FORD OTOMOTIV SANAYI A.S.,Turkey,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.51%,-28.27%,"(8,67,93,588)","(6,53,27,104)","(14,853)","(7,87,649)","(1,82,115)","(2,614)","(23,06,670)","(1,81,71,874)",(709),15%
2015,HITACHI CONSTRUCTION MACHINERY CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.78%,-10.46%,"(5,26,41,756)","(5,13,43,838)","(13,318)","(6,91,312)","(1,51,593)","(2,314)","(13,593)","(4,32,222)","6,435",4%
2015,ISUZU MOTORS LIMITED,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.31%,-3.39%,"(4,82,72,159)","(4,64,41,825)","(15,396)","(5,93,077)","(1,32,872)","(2,443)","(31,316)","(10,70,054)","14,825",17%
2015,SSANGYONG MOTOR COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.53%,N/A,"(4,40,84,538)","(4,29,28,723)","(10,216)","(5,72,833)","(1,32,931)","(1,819)","(10,754)","(4,28,255)",993,1%
2015,TOFAS TURK OTOMOBIL FABRIKASI A.S.,Turkey,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.25%,-30.28%,"(4,24,02,337)","(3,69,69,113)","(10,805)","(4,74,631)","(1,01,559)","(1,775)","(13,66,493)","(34,86,625)","8,664",9%
2015,MITSUI E&S HOLDINGS CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.58%,-35.89%,"(3,96,86,656)","(3,78,61,280)","(10,323)","(5,08,033)","(1,10,195)","(1,762)","(13,605)","(11,87,898)","6,441",11%
2015,TVS MOTOR COMPANY LIMITED,India,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-2.32%,-56.24%,"(3,60,47,127)","(2,90,13,203)","(6,078)","(3,45,595)","(78,589)","(1,067)","(5,52,441)","(60,47,022)","(3,133)",19%
2015,DOOSAN INFRACORE COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.56%,N/A,"(3,42,80,340)","(3,23,55,574)","(8,249)","(4,34,352)","(98,921)","(1,415)","(22,881)","(13,61,062)","2,113",5%
2015,PALFINGER AKTIENGESELLSCHAFT,Austria,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.39%,-19.34%,"(1,86,15,033)","(1,80,96,486)","(4,132)","(2,44,150)","(55,851)",(754),(597),"(2,13,287)",224,1%
2015,SAMSUNG ELECTRONICS COMPANY LIMITED,South Korea,Manufacture of office machinery and computers (30),-1.91%,-14.49%,"(3,25,42,64,386)","(3,14,40,46,760)","(7,24,655)","(4,17,13,579)","(97,77,243)","(1,31,395)","(5,75,243)","(5,73,11,158)","15,647",1%
2015,HON HAI PRECISION INDUSTRY COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-0.47%,-12.86%,"(64,07,66,850)","(62,68,74,278)","(1,48,543)","(83,30,977)","(19,34,729)","(26,521)","(63,865)","(34,02,018)","14,079",1%
2015,SEAGATE TECHNOLOGY,United States,Manufacture of office machinery and computers (30),-3.40%,-31.72%,"(46,66,67,610)","(39,07,32,159)","(94,725)","(51,89,827)","(12,10,955)","(16,847)","(49,778)","(6,93,89,953)","16,633",12%
2015,JABIL INC,United States,Manufacture of office machinery and computers (30),-2.41%,-73.17%,"(43,06,17,420)","(36,13,27,202)","(89,627)","(47,96,699)","(11,17,035)","(15,800)","(64,850)","(6,32,27,876)","21,670",3%
2015,CANON INCORPORATED,Japan,Manufacture of office machinery and computers (30),-1.24%,-13.25%,"(39,14,21,906)","(38,01,84,408)","(86,879)","(50,65,381)","(11,78,946)","(15,822)","(23,711)","(48,68,176)","1,418",1%
